"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x949665031725158400",2018-01-06 15:32:42,"x919923138623926272","GuneyAytul","Emirates FACup

Live stream HD :  https://t.co/koFjMwtv2m

s1k1g7 #cityvburnley #SaintsFC #MCFC #mancity #FACup #MANBUR #Matchday #QPRvMKD #QPR #AVFC #pufc #BCFC #BAFC #BLAHUL #hcafc #Rovers #BWFC #HTAFC #BOUWIG #afcb #wafc #BEESNOTTS #Swans #NUFC #SCFC #PUSB #SkyBlues","Twitter Web Client",,,,FALSE,FALSE,1,2,"cityvburnley SaintsFC MCFC mancity FACup MANBUR Matchday QPRvMKD QPR AVFC pufc BCFC BAFC BLAHUL hcafc Rovers BWFC HTAFC BOUWIG afcb wafc BEESNOTTS Swans NUFC SCFC PUSB SkyBlues",,"bit.ly/2CJ26jo","https://t.co/koFjMwtv2m","http://bit.ly/2CJ26jo",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949664965132259328",2018-01-06 15:32:26,"x920167612583170048","zgeCokun17","Manchester city  v  Burnley

Live stream HD :  https://t.co/VeuPxyGDGF

s1k1g6 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #MANBUR #football #premierleague #wearecity #together #Matchday #PL #SuperJack #DatGuy #SoccerAM #PL #AFC #EPL #BPL #EFL","Twitter Web Client",,,,FALSE,FALSE,0,0,"EmiratesFACup cityvburnley MCFC mancity FACup MANBUR football premierleague wearecity together Matchday PL SuperJack DatGuy SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2CJ26jo","https://t.co/VeuPxyGDGF","http://bit.ly/2CJ26jo",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949664888145743878",2018-01-06 15:32:07,"x788277212793438208","demettzer16","Manchester city  v  Burnley

Live stream HD :  https://t.co/JnaU5VbjR8

s1k1g8 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #SuperJack #MANBUR #SoccerAM #PL #AFC #EPL #BPL #EFL","Twitter Web Client",,,,FALSE,FALSE,0,0,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL SuperJack MANBUR SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2CJ26jo","https://t.co/JnaU5VbjR8","http://bit.ly/2CJ26jo",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949664756075520000",2018-01-06 15:31:36,"x775382942319276033","nurancakirrr","Manchester city  v  Burnley

Live stream HD :  https://t.co/WOj7lV9nue

s1k1g7 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup kick off #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #SuperJack #DatGuy #SoccerAM #PL #AFC #EPL #BPL #EFL team news https://t.co/3ZL2h79PR7","Twitter Web Client",,,,FALSE,FALSE,0,0,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL SuperJack DatGuy SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2CJ26jo","https://t.co/WOj7lV9nue","http://bit.ly/2CJ26jo","http://pbs.twimg.com/media/DS3jBTTX0AAvIoI.jpg","https://t.co/3ZL2h79PR7","https://twitter.com/nurancakirrr/status/949664756075520000/photo/1","photo","http://pbs.twimg.com/media/DS3jBTTX0AAvIoI.jpg","https://t.co/3ZL2h79PR7","https://twitter.com/nurancakirrr/status/949664756075520000/photo/1",,,,"en",,,,,,,,,,,,,
"x949664629848002560",2018-01-06 15:31:06,"x4088049976","GuzelDuruu","EmiratesFACup

Live stream HD :  https://t.co/hEtOrC4trL

s1k1g6 #cityvburnley #SaintsFC #MCFC #mancity #FACup #MANBUR #Matchday #QPRvMKD #QPR #AVFC #pufc #BCFC #BAFC #BLAHUL #hcafc #Rovers #BWFC #HTAFC #BOUWIG #afcb #wafc #BEESNOTTS #Swans #NUFC #SCFC #PUSB #SkyBlues","Twitter Web Client",,,,FALSE,FALSE,8,10,"cityvburnley SaintsFC MCFC mancity FACup MANBUR Matchday QPRvMKD QPR AVFC pufc BCFC BAFC BLAHUL hcafc Rovers BWFC HTAFC BOUWIG afcb wafc BEESNOTTS Swans NUFC SCFC PUSB SkyBlues",,"bit.ly/2CJ26jo","https://t.co/hEtOrC4trL","http://bit.ly/2CJ26jo",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949664499623256064",2018-01-06 15:30:35,"x4154347637","BirsuMutlu","Manchester city  v  Burnley

Live stream HD :  https://t.co/Or9D9k9qNm

s1k1g8 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #MANBUR #football #premierleague #wearecity #together #Matchday #PL #SuperJack #DatGuy #SoccerAM #PL #EPL #BPL #EFL #EPL team news #EFL kick off","Twitter Web Client",,,,FALSE,FALSE,8,8,"EmiratesFACup cityvburnley MCFC mancity FACup MANBUR football premierleague wearecity together Matchday PL SuperJack DatGuy SoccerAM PL EPL BPL EFL EPL EFL",,"bit.ly/2CJ26jo","https://t.co/Or9D9k9qNm","http://bit.ly/2CJ26jo",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949664438398930945",2018-01-06 15:30:20,"x788685117850025984","gyetknn16","Manchester city  v  Burnley

Live stream HD :  https://t.co/stIiTQM4uP

s1k1g7 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #SuperJack #MANBUR #SoccerAM #PL #AFC #EPL team news #EFL kick off","Twitter Web Client",,,,FALSE,FALSE,0,0,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL SuperJack MANBUR SoccerAM PL AFC EPL EFL",,"bit.ly/2CJ26jo","https://t.co/stIiTQM4uP","http://bit.ly/2CJ26jo",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949664353137049600",2018-01-06 15:30:00,"x787618384087252992","SportDBM","WATCH LIVE: Manchester City vs Burnley FA Cup  

Live Stream - https://t.co/PNXq4SSDaL 

#EmiratesFACup #FACup  #cityvburnley  #mancity #CLARETS  #MCIBUR","TweetDeck",,,,FALSE,FALSE,0,0,"EmiratesFACup FACup cityvburnley mancity CLARETS MCIBUR",,"goo.gl/Wq2j5y","https://t.co/PNXq4SSDaL","https://goo.gl/Wq2j5y",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949664170399674368",2018-01-06 15:29:16,"x917018976399560705","taktiknotes","Manchester City build up against Burnley on first half #cityvburnley #FACupFI #Facup #ManCity @TacticalPad https://t.co/4JRUZDrAd5","Twitter for iPad",,,,FALSE,FALSE,27,6,"cityvburnley FACupFI Facup ManCity",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/949664094583435265/pu/img/OjbpK3goQc0PrS66.jpg","https://t.co/4JRUZDrAd5","https://twitter.com/taktiknotes/status/949664170399674368/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/949664094583435265/pu/img/OjbpK3goQc0PrS66.jpg","https://t.co/4JRUZDrAd5","https://twitter.com/taktiknotes/status/949664170399674368/video/1",,"x146174105","TacticalPad","en",,,,,,,,,,,,,
"x949664120835584001",2018-01-06 15:29:04,"x4715275116","ilhadf","Manchester City vs. Burnley live stream info, TV channel, time: How to watch FA Cup on TV, stream online How to Watch Manchester City vs Burnley live stream info click here : https://t.co/y4ldeNld7e
Man City vs Burnley  #FACup #cmonguys #cityvburnley","Twitter Web Client",,,,FALSE,FALSE,0,0,"FACup cmonguys cityvburnley",,"goo.gl/czrMd5","https://t.co/y4ldeNld7e","https://goo.gl/czrMd5",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949663960999104512",2018-01-06 15:28:26,"x786765484440096768","cityzenpodcast","Not harsh at all. Big mistake by Stones, no doubt BUT a shot from distance, near post is a save professional keepers need to make. #ManCity #MCFC #cityvburnley #MCIBUR #FACup #CmonCity #SharkTeam https://t.co/ZUyrW9NQNy","Twitter for iPhone",,,,TRUE,FALSE,4,1,"ManCity MCFC cityvburnley MCIBUR FACup CmonCity SharkTeam",,"twitter.com/jdseiglie/stat…","https://t.co/ZUyrW9NQNy","https://twitter.com/jdseiglie/status/949663312391884800",,,,,,,,,,,"en","x949663312391884800","This will sound harsh, but Bravo probably should have done more there imo.",,,,,,,,,,,
"x949663948403544064",2018-01-06 15:28:23,"x788487226019774468","TokerOya","Manchester city  v  Burnley

Live stream HD :  https://t.co/ps6E8bJeOw

s1k1g8 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #MANBUR #DatGuy #SoccerAM #PL #AFC #EPL team news #EFL kick off","Twitter Web Client",,,,FALSE,FALSE,8,8,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL MANBUR DatGuy SoccerAM PL AFC EPL EFL",,"bit.ly/2CJ26jo","https://t.co/ps6E8bJeOw","http://bit.ly/2CJ26jo",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949663856506363904",2018-01-06 15:28:01,"x3069918724","AvoJacobs","What a strike by Barnes... wow #cityvburnley #facup","Twitter for iPhone",,,,FALSE,FALSE,1,0,"cityvburnley facup",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949663844485525505",2018-01-06 15:27:59,"x4715378533","elhashtaq","Man City vs Burnley live stream: Lineups, Kickoff time, TV listings, and how to watch FA Cup online How to Watch Manchester City vs Burnley live stream info click here : https://t.co/O3zdas73PK
Man City vs Burnley  #FACup #cmonguys #cityvburnley","Twitter Web Client",,,,FALSE,FALSE,4,0,"FACup cmonguys cityvburnley",,"goo.gl/czrMd5","https://t.co/O3zdas73PK","https://goo.gl/czrMd5",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949663773064859648",2018-01-06 15:27:42,"x835888677670780932","yerek4","25""   1-0
Watch ⌚️ NOW #FACup
#ManchesterCity vs #BurnleyFC

Live Stream ✅ https://t.co/vXMDOxa3rW

#MCIBUR #mancity #Sharkteam #MCFC @EmiratesFACup #NorthWales #burnleyfc #cityburnley #cityvburnley 
 ""Diego Costa""   ""KICK OFF"" https://t.co/wooGqN4rYd","Twitter Web Client",,,,FALSE,FALSE,0,0,"FACup ManchesterCity BurnleyFC MCIBUR mancity Sharkteam MCFC NorthWales burnleyfc cityburnley cityvburnley",,"goo.gl/r7LCKn","https://t.co/vXMDOxa3rW","https://goo.gl/r7LCKn","http://pbs.twimg.com/media/DS3iDbkX0AE4A-c.jpg","https://t.co/wooGqN4rYd","https://twitter.com/yerek4/status/949663773064859648/photo/1","photo","http://pbs.twimg.com/media/DS3iDbkX0AE4A-c.jpg","https://t.co/wooGqN4rYd","https://twitter.com/yerek4/status/949663773064859648/photo/1",,"x4418429837","EmiratesFACup","en",,,,,,,,,,,,,
"x949663747462885376",2018-01-06 15:27:35,"x775014216055058432","ozlemdeveciii","Manchester city  v  Burnley

Live stream HD :  https://t.co/kUqJKswJvt

s1k1g6 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #SuperJack #DatGuy #SoccerAM #PL #AFC #EPL #BPL #EFL 
kick off https://t.co/pUUokrIUaY","Twitter Web Client",,,,FALSE,FALSE,8,8,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL SuperJack DatGuy SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2CJ26jo","https://t.co/kUqJKswJvt","http://bit.ly/2CJ26jo","http://pbs.twimg.com/media/DS3iI6CXkAEkwCt.jpg","https://t.co/pUUokrIUaY","https://twitter.com/ozlemdeveciii/status/949663747462885376/photo/1","photo","http://pbs.twimg.com/media/DS3iI6CXkAEkwCt.jpg","https://t.co/pUUokrIUaY","https://twitter.com/ozlemdeveciii/status/949663747462885376/photo/1",,,,"en",,,,,,,,,,,,,
"x949663646401159170",2018-01-06 15:27:11,"x2485375047","epatrickmaguire","I hate to criticize goalkeepers but Claudio Bravo is just not good. Can’t get beat there. #FACup #cityvburnley","Twitter for iPhone",,,,FALSE,FALSE,0,0,"FACup cityvburnley",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949663628029984768",2018-01-06 15:27:07,"x2298612865","WorldBlogen","Manchester City vs. Burnley live stream info,How to Watch Manchester City vs Burnley live stream info click here : https://t.co/5EyJn9lZ9g
Man City vs Burnley  #FACup #cmonguys #cityvburnley","Twitter Web Client",,,,FALSE,FALSE,2,4,"FACup cmonguys cityvburnley",,"goo.gl/czrMd5","https://t.co/5EyJn9lZ9g","https://goo.gl/czrMd5",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949663584572923904",2018-01-06 15:26:57,"x786765484440096768","cityzenpodcast","Twitter: You’re too hard on Bravo!
Me: 

#ManCity #MCFC #cityvburnley #MCIBUR #FACup #CmonCity #SharkTeam https://t.co/Xrzh3OEuof","Twitter for iPhone",,,,FALSE,FALSE,5,0,"ManCity MCFC cityvburnley MCIBUR FACup CmonCity SharkTeam",,,,,"http://pbs.twimg.com/tweet_video_thumb/DS3h_f8UQAAiPJf.jpg","https://t.co/Xrzh3OEuof","https://twitter.com/cityzenpodcast/status/949663584572923904/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/DS3h_f8UQAAiPJf.jpg","https://t.co/Xrzh3OEuof","https://twitter.com/cityzenpodcast/status/949663584572923904/photo/1",,,,"en",,,,,,,,,,,,,
"x949663535797293057",2018-01-06 15:26:45,"x1080027386","arnaldinho87","Shite defence by Stones #mcfc #facup #cityvburnley","Twitter for iPhone",,,,FALSE,FALSE,0,0,"mcfc facup cityvburnley",,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/31fe39275142e6fe.json","Dilbeek","Dilbeek, België","city","Belgium","BE",,,"4.1661175 4.2897208 4.2897208 4.1661175 50.8125491 50.8125491 50.8904907 50.8904907"
"x949663516243513347",2018-01-06 15:26:40,"x774913029964267520","serpilgunnn","Manchester city  v  Burnley

Live stream HD :  https://t.co/jOSLIUGtLE

s1k1g7 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #SuperJack #DatGuy #SoccerAM #PL #AFC #EPL #BPL #EFL https://t.co/ZFkGnd5mDo","Twitter Web Client",,,,FALSE,FALSE,10,9,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL SuperJack DatGuy SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2CJ26jo","https://t.co/jOSLIUGtLE","http://bit.ly/2CJ26jo","http://pbs.twimg.com/media/DS3h62ZXkAAO-Sh.jpg","https://t.co/ZFkGnd5mDo","https://twitter.com/serpilgunnn/status/949663516243513347/photo/1","photo","http://pbs.twimg.com/media/DS3h62ZXkAAO-Sh.jpg","https://t.co/ZFkGnd5mDo","https://twitter.com/serpilgunnn/status/949663516243513347/photo/1",,,,"en",,,,,,,,,,,,,
"x949663437076029440",2018-01-06 15:26:21,"x1080027386","arnaldinho87","Focus boys! #mcfc #facup #cityvburnley","Twitter for iPhone",,,,FALSE,FALSE,0,0,"mcfc facup cityvburnley",,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/31fe39275142e6fe.json","Dilbeek","Dilbeek, België","city","Belgium","BE",,,"4.1661175 4.2897208 4.2897208 4.1661175 50.8125491 50.8125491 50.8904907 50.8904907"
"x949663312115060736",2018-01-06 15:25:52,"x1080027386","arnaldinho87","What a screamer by Barnes! #facup #cityvburnley","Twitter for iPhone",,,,FALSE,FALSE,0,0,"facup cityvburnley",,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/31fe39275142e6fe.json","Dilbeek","Dilbeek, België","city","Belgium","BE",,,"4.1661175 4.2897208 4.2897208 4.1661175 50.8125491 50.8125491 50.8904907 50.8904907"
"x949663270432067586",2018-01-06 15:25:42,"x25173068","JDNalton","Burnley score through Ashley Barnes after an error from John Stones. To make things worse Sergio Aguero is limping. Be interesting to see what Guardiola does if his only striker has to go off. #FACup #cityvburnley","Twitter Web Client",,,,FALSE,FALSE,2,1,"FACup cityvburnley",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949663257949851648",2018-01-06 15:25:39,"x929428378880565249","SkiMorgan2","Take it out and Fucking dust it..
#FACup 
#cityvburnley 
#rocket","Twitter for Android",,,,FALSE,FALSE,0,0,"FACup cityvburnley rocket",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x949663148105195520",2018-01-06 15:25:13,"x4126082956","SecikNur","EmiratesFACup

Live stream HD :  https://t.co/RFWcy9nCgy

s1k1g8 #cityvburnley #SaintsFC #MCFC #mancity #FACup #MANBUR #Matchday #QPRvMKD #QPR #AVFC #pufc #BCFC #BAFC #BLAHUL #hcafc #Rovers #BWFC #HTAFC #BOUWIG #afcb #wafc #BEESNOTTS #Swans #NUFC #SCFC #PUSB #SkyBlues
 kick off https://t.co/iqF4hXhDHJ","Twitter Web Client",,,,FALSE,FALSE,8,10,"cityvburnley SaintsFC MCFC mancity FACup MANBUR Matchday QPRvMKD QPR AVFC pufc BCFC BAFC BLAHUL hcafc Rovers BWFC HTAFC BOUWIG afcb wafc BEESNOTTS Swans NUFC SCFC PUSB SkyBlues",,"bit.ly/2qtz6qE","https://t.co/RFWcy9nCgy","http://bit.ly/2qtz6qE","http://pbs.twimg.com/media/DS3hmCsWkAEla38.jpg","https://t.co/iqF4hXhDHJ","https://twitter.com/SecikNur/status/949663148105195520/photo/1","photo","http://pbs.twimg.com/media/DS3hmCsWkAEla38.jpg","https://t.co/iqF4hXhDHJ","https://twitter.com/SecikNur/status/949663148105195520/photo/1",,,,"en",,,,,,,,,,,,,
"x949663076000980992",2018-01-06 15:24:55,"x803876334032322560","myra_palxx6","Man City vs Burnley live stream: Lineups, Kickoff time, TV listings, and how to watch FA Cup online How to Watch Manchester City vs Burnley live stream info click here : https://t.co/Cj30VIwMuJ
Man City vs Burnley  #FACup #cmonguys #cityvburnley","Twitter Web Client",,,,FALSE,FALSE,0,2,"FACup cmonguys cityvburnley",,"goo.gl/czrMd5","https://t.co/Cj30VIwMuJ","https://goo.gl/czrMd5",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949663053016129541",2018-01-06 15:24:50,"x4126248742","SedefUlufer","Manchester city  v  Burnley

Live stream HD :  https://t.co/4zf1mUkc4T

s1k1g7 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #SuperJack #DatGuy #SoccerAM #PL #AFC #EPL #BPL #EFL","Twitter Web Client",,,,FALSE,FALSE,9,9,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL SuperJack DatGuy SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2qtz6qE","https://t.co/4zf1mUkc4T","http://bit.ly/2qtz6qE",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949662989388582912",2018-01-06 15:24:35,"x4154394737","MelehatTutku","EmiratesFACup

Live stream HD :  https://t.co/loeHG5gXbT

s1k1g6 #cityvburnley #SaintsFC #MCFC #mancity #FACup #MANBUR #Matchday #QPRvMKD #QPR #AVFC #pufc #BCFC #BAFC #BLAHUL #hcafc #Rovers #BWFC #HTAFC #BOUWIG #afcb #wafc #BEESNOTTS #Swans #NUFC #SCFC #PUSB #SkyBlues","Twitter Web Client",,,,FALSE,FALSE,8,10,"cityvburnley SaintsFC MCFC mancity FACup MANBUR Matchday QPRvMKD QPR AVFC pufc BCFC BAFC BLAHUL hcafc Rovers BWFC HTAFC BOUWIG afcb wafc BEESNOTTS Swans NUFC SCFC PUSB SkyBlues",,"bit.ly/2qtz6qE","https://t.co/loeHG5gXbT","http://bit.ly/2qtz6qE",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949662877677268992",2018-01-06 15:24:08,"x818976562745786369","Cinema4KUs","Manchester City vs Burnley The Emirates FA Cup Live Stream
🔴 Live now here 👉 《 https://t.co/jAFhQfm5MO 》

#EmiratesFACup #wearecity #cityvburnley #mancity #PEP #Burnley #ManchesterCity 
#FACup #livematch #Livestream #MCFCcatalà #SharkTeam #CitySquareLive https://t.co/s3tEC5dq4s","Twitter Web Client",,,,FALSE,FALSE,0,0,"EmiratesFACup wearecity cityvburnley mancity PEP Burnley ManchesterCity FACup livematch Livestream MCFCcatalà SharkTeam CitySquareLive",,"tvsport21.co/soccer/Manches…","https://t.co/jAFhQfm5MO","http://tvsport21.co/soccer/Manchester-City-vs-Burnley","http://pbs.twimg.com/media/DS3hWXsVoAAkRIP.jpg","https://t.co/s3tEC5dq4s","https://twitter.com/Cinema4KUs/status/949662877677268992/photo/1","photo","http://pbs.twimg.com/media/DS3hWXsVoAAkRIP.jpg","https://t.co/s3tEC5dq4s","https://twitter.com/Cinema4KUs/status/949662877677268992/photo/1",,,,"en",,,,,,,,,,,,,
"x949662812971896832",2018-01-06 15:23:53,"x934789391825997824","OlgaVerev","Manchester city  v  Burnley

Live stream HD :  https://t.co/Upc84uryHc

s1k1g8 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #SuperJack #MANBUR #SoccerAM #PL #AFC #EPL #BPL #EFL","Twitter Web Client",,,,FALSE,FALSE,1,1,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL SuperJack MANBUR SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2qtz6qE","https://t.co/Upc84uryHc","http://bit.ly/2qtz6qE",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949662730008649729",2018-01-06 15:23:33,"x934660985473904645","NamAngeli","Emirates FACup

Live stream HD :  https://t.co/vmSU9czPM1

s1k1g7 #cityvburnley #SaintsFC #MCFC #mancity #FACup #MANBUR #Matchday #QPRvMKD #QPR #AVFC #pufc #BCFC #BAFC #BLAHUL #hcafc #Rovers #BWFC #HTAFC #BOUWIG #afcb #wafc #BEESNOTTS #Swans #NUFC #SCFC #SkyBlues
team news","Twitter Web Client",,,,FALSE,FALSE,9,10,"cityvburnley SaintsFC MCFC mancity FACup MANBUR Matchday QPRvMKD QPR AVFC pufc BCFC BAFC BLAHUL hcafc Rovers BWFC HTAFC BOUWIG afcb wafc BEESNOTTS Swans NUFC SCFC SkyBlues",,"bit.ly/2qtz6qE","https://t.co/vmSU9czPM1","http://bit.ly/2qtz6qE",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949662522960990208",2018-01-06 15:22:44,"x941689745909927942","TaluNergis","Manchester city  v  Burnley

Live stream HD :  https://t.co/md3bl6jXj3

s1k1g6 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #MANBUR #football #premierleague #wearecity #together #Matchday #PL #SuperJack #DatGuy #SoccerAM #PL #AFC #EPL #BPL #EFL 
kick off","Twitter Web Client",,,,FALSE,FALSE,8,8,"EmiratesFACup cityvburnley MCFC mancity FACup MANBUR football premierleague wearecity together Matchday PL SuperJack DatGuy SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2qtz6qE","https://t.co/md3bl6jXj3","http://bit.ly/2qtz6qE",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949662415913963520",2018-01-06 15:22:18,"x944343786087469057","gleetzbox","Show your loyalty to #ManchesterCity by getting your very own #gleetzbox available in pre-order #FACup #cityvburnley 
https://t.co/PCuryiAlch https://t.co/LuSJyE4gfR","Twitter Web Client",,,,FALSE,FALSE,0,0,"ManchesterCity gleetzbox FACup cityvburnley",,"gleetzbox.com/products/manch…","https://t.co/PCuryiAlch","https://gleetzbox.com/products/manchester-city-gleetzbox-winter-2017","http://pbs.twimg.com/media/DS3g6STWAAAJF1Y.jpg","https://t.co/LuSJyE4gfR","https://twitter.com/gleetzbox/status/949662415913963520/photo/1","photo","http://pbs.twimg.com/media/DS3g6STWAAAJF1Y.jpg","https://t.co/LuSJyE4gfR","https://twitter.com/gleetzbox/status/949662415913963520/photo/1",,,,"en",,,,,,,,,,,,,
"x949662370028277760",2018-01-06 15:22:07,"x927048572465532929","FerideKurter","Manchester city  v  Burnley

Live stream HD :  https://t.co/xxKz0NZIyX

s1k1g8 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #SuperJack #MANBUR #SoccerAM #PL #AFC #EPL #BPL #EFL","Twitter Web Client",,,,FALSE,FALSE,0,0,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL SuperJack MANBUR SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2qtz6qE","https://t.co/xxKz0NZIyX","http://bit.ly/2qtz6qE",,,,,,,,,,,"en",,,,,,,,,,,,,
"x949662355113283584",2018-01-06 15:22:03,"x826035133329375232","bihuremak","20""   0-0

Watch ⌚️ NOW #FACup
#ManchesterCity vs #BurnleyFC

Live Stream ✅ https://t.co/0onPtPBBBv

#MCIBUR #mancity #Sharkteam #MCFC @EmiratesFACup #NorthWales #burnleyfc #cityburnley #cityvburnley https://t.co/rDSxpzyLnD","Twitter Web Client",,,,FALSE,FALSE,0,0,"FACup ManchesterCity BurnleyFC MCIBUR mancity Sharkteam MCFC NorthWales burnleyfc cityburnley cityvburnley",,"goo.gl/r7LCKn","https://t.co/0onPtPBBBv","https://goo.gl/r7LCKn","http://pbs.twimg.com/media/DS3gugqWsAEVXHX.jpg","https://t.co/rDSxpzyLnD","https://twitter.com/bihuremak/status/949662355113283584/photo/1","photo","http://pbs.twimg.com/media/DS3gugqWsAEVXHX.jpg","https://t.co/rDSxpzyLnD","https://twitter.com/bihuremak/status/949662355113283584/photo/1",,"x4418429837","EmiratesFACup","en",,,,,,,,,,,,,
"x949662309051494401",2018-01-06 15:21:53,"x928620458618081280","GizemSnmza","Manchester city  v  Burnley

Live stream HD :  https://t.co/78ZQCfigJR

s1k1g7 #EmiratesFACup #cityvburnley #MCFC #mancity #FACup #sports #football #premierleague #BurnleyOfficial #soccer #Matchday #EPL #SuperJack #DatGuy #SoccerAM #PL #AFC #EPL #BPL #EFL","Twitter Web Client",,,,FALSE,FALSE,1,1,"EmiratesFACup cityvburnley MCFC mancity FACup sports football premierleague BurnleyOfficial soccer Matchday EPL SuperJack DatGuy SoccerAM PL AFC EPL BPL EFL",,"bit.ly/2qtz6qE","https://t.co/78ZQCfigJR","http://bit.ly/2qtz6qE",,,,,,,,,,,"en",,,,,,,,,,,,,
